item_id,item,engine_home,state,status,basis,rule_types,source_types,values_found,rule_ids,citations,official_links,snippet
estimate.validityDays,Estimate validity period (days),fee_profiles:estimatePolicy.estimateValidityDays,UT,silent,,,,,,,,
estimate.validityDays,Estimate validity period (days),fee_profiles:estimatePolicy.estimateValidityDays,VA,actual_cost_or_reasonable,,Calculation/Requirement,,,VA-0025 VA-0026 VA-0029,Va. Code § 2.2-3704(F),https://law.lis.virginia.gov/vacode/title2.2/chapter37/section2.2-3704/,"Prior to conducting a search for records, the body shall notify the requester in writing that it may make reasonable charges not to exceed actual cost and inquire whether the requester would like a cost estimate in advan"
estimate.validityDays,Estimate validity period (days),fee_profiles:estimatePolicy.estimateValidityDays,WA,silent,,,,,,,,
estimate.validityDays,Estimate validity period (days),fee_profiles:estimatePolicy.estimateValidityDays,WI,silent,,,,,,,,
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),AL,actual_cost_or_reasonable,,Requirement,Statute,,AL-0044,"Ala. Code § 36-12-44(b)(2) (added by SB270, 2024 Reg. Sess.)",https://alison.legislature.state.al.us/files/pdf/SearchableInstruments/2024RS/SB270-enr.pdf,"For a time-intensive request, the public officer shall require the requester to pay a reasonable fee set by the public officer before providing a substantive response."
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),AZ,rule_without_value,ceiling,Permission,,,AZ-0022,Ariz. Rev. Stat. § 39-121.01(D)(1),https://www.azleg.gov/ars/39/00121-01.htm,The custodian may require a person requesting a mailed copy to pay in advance for any copying and postage charges.
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),CA,silent,,,,,,,,
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),CO,silent,,,,,,,,
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),CT,rule_without_value,floor,Permission,,,CT-0022,Conn. Gen. Stat. § 1-212(c),https://www.cga.ct.gov/current/pub/chap_014.htm,A public agency may require prepayment of any fee if the fee is estimated to be ten dollars or more.
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),FL,silent,,,,,,,,
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),GA,value_present,,Permission,,$500.00,GA-0024,O.C.G.A. § 50-18-71(d),https://georgialibraries.org/librarylaws/Georgia%20Open%20Records%20Act%20(O.C.G.A.%20%C2%A7%C2%A7%2050-18-70%20through%2050-18-74).pdf,"Where the estimated production cost exceeds $500.00, the agency may insist on prepayment of the costs before beginning search, retrieval, review, or production."
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),ID,rule_without_value,,Permission,,,ID-0024,Idaho Code § 74-102(12),https://legislature.idaho.gov/statutesrules/idstat/Title74/T74CH1/SECT74-102/,The custodian may require advance payment of the fees authorized by this section before providing the records.
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),IL,silent,,,,,,,,
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),IN,silent,,,,,,,,
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),KS,rule_without_value,,Permission,Statute,,KS-0043,K.S.A. 45-218(f),https://ksrevisor.gov/statutes/chapters/ch45/045_002_0018.html,"A public agency may charge and require advance payment of a fee for providing access to or furnishing copies of public records, subject to K.S.A. 45-219."
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),LA,rule_without_value,,Permission,Statute,,LA-0023,La. R.S. 44:32(C)(1)(a),https://www.legis.la.gov/Legis/Law.aspx?d=99691,The custodian may request payment of fees in advance of production.
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),MA,rule_without_value,,Permission,Administrative Rule,,MA-0044,950 CMR 32.06(2)(f),https://www.mass.gov/regulations/950-CMR-3200-public-records-access,A records access officer may delay provision of records until all fees related to the request are paid in full by the person seeking access.
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),MI,value_present,fixed,Calculation/Exception/Permission/Trigger,,"$50, | $50.00 | 100% | 3 days | 365 days | 45 days | 48 days",MI-0053 MI-0056 MI-0057 MI-0059 MI-0060,Mich. Comp. Laws § 15.234(11) | Mich. Comp. Laws § 15.234(12) | Mich. Comp. Laws § 15.234(14) | Mich. Comp. Laws § 15.234(8),https://www.legislature.mi.gov/Laws/MCL?objectName=MCL-15-234,"A public body may require a good-faith deposit before providing records if the entire estimated fee or charge exceeds $50, based on a good-faith total-fee calculation."
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),MN,silent,,,,,,,,
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),MO,rule_without_value,,Permission,,,MO-0025,"§ 610.026.2, RSMo",https://revisor.mo.gov/main/OneSection.aspx?section=610.026,Payment of fees may be requested prior to fulfilling the request.
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),NC,silent,,,,,,,,
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),NE,rule_without_value,fixed,Permission,Statute,,NE-0021,Neb. Rev. Stat. § 84-712(1),https://nebraskalegislature.gov/laws/statutes.php?statute=84-712,"If the estimated cost of requested copies exceeds fifty dollars, the custodian may require the requester to furnish a deposit before fulfilling the request."
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),NJ,silent,,,,,,,,
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),NV,silent,,,,,,,,
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),NY,silent,,,,,,,,
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),OH,rule_without_value,,Permission,Statute,,OH-0020,Ohio Rev. Code § 149.43(B)(6),https://codes.ohio.gov/ohio-revised-code/section-149.43,"A public office may require the requester to pay in advance the cost of providing a copy, in accordance with the format the requester chose."
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),OK,silent,,,,,,,,
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),OR,silent,,,,,,,,
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),PA,value_present,fixed,Permission,Statute,$100,PA-0046,65 P.S. § 67.1307(h),https://www.legis.state.pa.us/WU01/LI/LI/US/HTM/2008/0/0003..HTM,An agency may require a requester to prepay an estimate of the authorized fees if the fees required to fulfill the request are expected to exceed $100.
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),SC,silent,,,,,,,,
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),TN,rule_without_value,,Permission,Official Guidance,,TN-0035,OORC Schedule of Reasonable Charges § I.E; Tenn. Code Ann. § 10-7-503(a)(7)(B),https://www.comptroller.tn.gov/content/dam/cot/orc/documents/oorc/policies-and-guidelines/ScheduleofReasonableCharges.pdf,A records custodian may require payment for copies before producing the copies of the records.
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),TX,value_present,fixed,Permission,Statute,"$100 | $100, | $50 | $50,",TX-0034 TX-0035,Tex. Gov't Code § 552.263(a) | Tex. Gov't Code § 552.263(a-1),https://statutes.capitol.texas.gov/Docs/GV/htm/GV.552.htm#552.263,The officer may require a deposit or bond for anticipated copy costs once an itemized estimate has been provided and the estimated charge exceeds $100 (body with more than 15 full-time employees) or $50 (fewer than 16 fu
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),UT,value_present,fixed,Calculation/Permission/Requirement,Statute,$50,UT-0037 UT-0038 UT-0039,Utah Code § 63G-2-203(8)(a) | Utah Code § 63G-2-203(8)(a)(i) | Utah Code § 63G-2-203(8)(b),https://le.utah.gov/xcode/Title63G/Chapter2/63G-2-S203.html,An entity may require payment of past fees and future estimated fees before beginning to process a request.
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),VA,value_present,fixed,Permission,,"$200,",VA-0031,Va. Code § 2.2-3704(H),https://law.lis.virginia.gov/vacode/title2.2/chapter37/section2.2-3704/,"Where a public body determines in advance that charges are likely to exceed $200, it may, before continuing to process the request, require the requester to pay a deposit not to exceed the amount of the advance determina"
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),WA,silent,,,,,,,,
rules.deposit.threshold,Deposit / prepayment may be required above ($),fee_profiles:requestRules.deposit.threshold  (DUPLICATE: fee_waiver.deposit_allowed_above),WI,value_present,fixed,Permission,Appellate Decision/Statute,$5,WI-0042 WI-0043 WI-0044,"State ex rel. Hill v. Zimmerman, 196 Wis. 2d 419, 538 N.W.2d 608 (Ct. App. 1995) | Wis. Stat. § 19.35(3)(f)",https://docs.legis.wisconsin.gov/statutes/statutes/19/ii/35,An authority may require prepayment of any fee(s) imposed under sub. (3) if the total amount exceeds $5.
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),AL,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),AZ,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),CA,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),CO,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),CT,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),FL,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),GA,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),ID,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),IL,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),IN,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),KS,rule_without_value,,Permission,Statute,,KS-0043,K.S.A. 45-218(f),https://ksrevisor.gov/statutes/chapters/ch45/045_002_0018.html,"A public agency may charge and require advance payment of a fee for providing access to or furnishing copies of public records, subject to K.S.A. 45-219."
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),LA,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),MA,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),MI,value_present,ceiling,Calculation/Exception/Permission/Trigger,,100% | 3 days | 365 days | 45 days | 48 days,MI-0054 MI-0056 MI-0057 MI-0059 MI-0060,Mich. Comp. Laws § 15.234(11) | Mich. Comp. Laws § 15.234(12) | Mich. Comp. Laws § 15.234(14) | Mich. Comp. Laws § 15.234(8),https://www.legislature.mi.gov/Laws/MCL?objectName=MCL-15-234,"A good-faith deposit must not exceed one-half of the total estimated fee, and the deposit request must include a detailed fee itemization."
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),MN,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),MO,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),NC,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),NE,rule_without_value,fixed,Permission,Statute,,NE-0021,Neb. Rev. Stat. § 84-712(1),https://nebraskalegislature.gov/laws/statutes.php?statute=84-712,"If the estimated cost of requested copies exceeds fifty dollars, the custodian may require the requester to furnish a deposit before fulfilling the request."
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),NJ,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),NV,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),NY,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),OH,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),OK,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),OR,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),PA,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),SC,rule_without_value,ceiling,Permission,,,SC-0018,S.C. Code Ann. § 30-4-30(B),https://www.scstatehouse.gov/code/t30c004.php,"A public body may require, prior to searching for or making copies of records, a deposit not to exceed twenty-five percent of the total reasonably anticipated cost for reproduction of the records."
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),TN,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),TX,value_present,fixed,Permission,Statute,"$100 | $100,",TX-0035,Tex. Gov't Code § 552.263(a-1),https://statutes.capitol.texas.gov/Docs/GV/htm/GV.552.htm#552.263,"The officer may require a deposit or bond for unpaid amounts owed on prior requests if those unpaid amounts exceed $100, and this becomes the sole means of collecting those amounts."
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),UT,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),VA,silent,,,,,,,,
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),WA,rule_without_value,ceiling,Permission,,,WA-0031,RCW 42.56.120(4),https://app.leg.wa.gov/RCW/default.aspx?cite=42.56.120,An agency may require a deposit not exceeding ten percent of the estimated cost of providing copies for a request.
rules.deposit.percent,Deposit capped at (% of estimate),fee_profiles:requestRules.deposit.percent  (DUPLICATE: fee_waiver.deposit_cap_pct),WI,silent,,,,,,,,
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,AL,actual_cost_or_reasonable,,Discretion/Permission/Requirement,Statute,,AL-0041 AL-0043 AL-0046 AL-0044,"Ala. Code § 36-12-44(a)(2) (added by SB270, 2024 Reg. Sess.) | Ala. Code § 36-12-44(b)(2) (added by SB270, 2024 Reg. Sess.)",https://alison.legislature.state.al.us/files/pdf/SearchableInstruments/2024RS/SB270-enr.pdf,"For a standard request where a fee is charged, the public officer shall withhold any public records until receipt of payment."
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,AZ,rule_without_value,ceiling,Permission/Requirement,,,AZ-0023 AZ-0022,Ariz. Rev. Stat. § 39-121.01(D)(1) | Ariz. Rev. Stat. § 39-121.03(B),https://www.azleg.gov/ars/39/00121-01.htm https://www.azleg.gov/ars/39/00121-03.htm,"If no gubernatorial order issues within thirty days of a custodian's application, the custodian shall provide the commercial reproductions upon being paid the fee determined under § 39-121.03(A)."
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,CA,actual_cost_or_reasonable,,Permission,,,CA-0025,Cal. Gov. Code § 7922.530(a) (Statute),https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?sectionNum=7922.530&lawCode=GOV,"The agency's duty is to make copies available upon payment of the duplication fees, permitting the agency to condition release of copies on payment."
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,CO,silent,,,,,,,,
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,CT,rule_without_value,floor,Permission,,,CT-0022,Conn. Gen. Stat. § 1-212(c),https://www.cga.ct.gov/current/pub/chap_014.htm,A public agency may require prepayment of any fee if the fee is estimated to be ten dollars or more.
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,FL,silent,,,,,,,,
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,GA,value_present,,Permission,,$500.00,GA-0023 GA-0026 GA-0024,O.C.G.A. § 50-18-71(c)(3) | O.C.G.A. § 50-18-71(d),https://georgialibraries.org/librarylaws/Georgia%20Open%20Records%20Act%20(O.C.G.A.%20%C2%A7%C2%A7%2050-18-70%20through%2050-18-74).pdf,"The agency may defer search and retrieval until the requester agrees to pay the estimated costs, unless the request already stated a willingness to pay an amount exceeding the search and retrieval costs."
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,ID,rule_without_value,,Permission,,,ID-0024,Idaho Code § 74-102(12),https://legislature.idaho.gov/statutesrules/idstat/Title74/T74CH1/SECT74-102/,The custodian may require advance payment of the fees authorized by this section before providing the records.
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,IL,rule_without_value,,Permission,,,IL-0019,5 ILCS 140/3.1(a); 5 ILCS 140/3.2(a),https://www.ilga.gov/documents/legislation/ilcs/documents/000501400K3.1.htm,"When it gives a fee estimate on a commercial or recurrent-requester request, the public body may require the requester to pay the fees in full before copying the requested documents."
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,IN,silent,,,,,,,,
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,KS,silent,,,,,,,,
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,LA,rule_without_value,,Permission,Statute,,LA-0023,La. R.S. 44:32(C)(1)(a),https://www.legis.la.gov/Legis/Law.aspx?d=99691,The custodian may request payment of fees in advance of production.
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,MA,actual_cost_or_reasonable,,Permission/Requirement,Administrative Rule/Statute,,MA-0043 MA-0044,"950 CMR 32.06(2)(f) | M.G.L. c. 66, § 10(a)(iii)",https://malegislature.gov/Laws/GeneralLaws/PartI/TitleX/Chapter66/Section10 https://www.mass.gov/regulations/950-CMR-3200-public-records-access,The production duty is conditioned on the RAO receiving payment of a reasonable fee as set forth in subsection (d).
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,MI,silent,,,,,,,,
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,MN,silent,,,,,,,,
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,MO,rule_without_value,,Permission,,,MO-0025,"§ 610.026.2, RSMo",https://revisor.mo.gov/main/OneSection.aspx?section=610.026,Payment of fees may be requested prior to fulfilling the request.
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,NC,silent,,,,,,,,
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,NE,silent,,,,,,,,
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,NJ,silent,,,,,,,,
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,NV,rule_without_value,,Requirement,,,NV-0018,Nev. Rev. Stat. § 239.030,https://www.leg.state.nv.us/nrs/nrs-239.html,"For certified copies, the requester must pay or tender the prescribed copying and certifying fees as a condition of the officer's duty to furnish them."
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,NY,silent,,,,,,,,
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,OH,rule_without_value,,Permission,Statute,,OH-0020,Ohio Rev. Code § 149.43(B)(6),https://codes.ohio.gov/ohio-revised-code/section-149.43,"A public office may require the requester to pay in advance the cost of providing a copy, in accordance with the format the requester chose."
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,OK,silent,,,,,,,,
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,OR,rule_without_value,,Requirement,,,OR-0024,Or. Rev. Stat. § 192.329(3)(a),https://www.oregonlegislature.gov/bills_laws/ors/ors192.html,"If the public body has informed the requester of a permitted fee, its obligation to complete the response is suspended until the fee is paid, waived by the body, or ordered waived."
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,PA,value_present,fixed,Permission,Statute,$100,PA-0046,65 P.S. § 67.1307(h),https://www.legis.state.pa.us/WU01/LI/LI/US/HTM/2008/0/0003..HTM,An agency may require a requester to prepay an estimate of the authorized fees if the fees required to fulfill the request are expected to exceed $100.
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,SC,rule_without_value,,Requirement,,,SC-0019,S.C. Code Ann. § 30-4-30(C),https://www.scstatehouse.gov/code/t30c004.php,The full amount of the total cost must be paid at the time of the production of the request.
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,TN,rule_without_value,,Permission,Official Guidance,,TN-0035,OORC Schedule of Reasonable Charges § I.E; Tenn. Code Ann. § 10-7-503(a)(7)(B),https://www.comptroller.tn.gov/content/dam/cot/orc/documents/oorc/policies-and-guidelines/ScheduleofReasonableCharges.pdf,A records custodian may require payment for copies before producing the copies of the records.
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,TX,silent,,,,,,,,
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,UT,value_present,fixed,Calculation/Permission/Requirement,Statute,$50,UT-0037 UT-0038 UT-0039,Utah Code § 63G-2-203(8)(a) | Utah Code § 63G-2-203(8)(a)(i) | Utah Code § 63G-2-203(8)(b),https://le.utah.gov/xcode/Title63G/Chapter2/63G-2-S203.html,An entity may require payment of past fees and future estimated fees before beginning to process a request.
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,VA,silent,,,,,,,,
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,WA,silent,,,,,,,,
payment.productionGate,Production may be conditioned on payment (pay before copies / pay in full before release),paymentTiming gates + fee_profiles bands,WI,value_present,fixed,Permission,Appellate Decision/Statute,$5,WI-0042 WI-0043 WI-0044,"State ex rel. Hill v. Zimmerman, 196 Wis. 2d 419, 538 N.W.2d 608 (Ct. App. 1995) | Wis. Stat. § 19.35(3)(f)",https://docs.legis.wisconsin.gov/statutes/statutes/19/ii/35,An authority may require prepayment of any fee(s) imposed under sub. (3) if the total amount exceeds $5.
payment.nonpayment,Nonpayment consequence (withdrawn after N days; prior-debt prepayment),feeNonpayment + estimatePolicy + jurisdiction_rules payment.deposit_lapse_action,AL,rule_without_value,,Permission,Statute,,AL-0042,"Ala. Code § 36-12-44(a)(2) (added by SB270, 2024 Reg. Sess.)",https://alison.legislature.state.al.us/files/pdf/SearchableInstruments/2024RS/SB270-enr.pdf,The requester may opt not to pay the fee and thus not receive any substantive response (standard request).
payment.nonpayment,Nonpayment consequence (withdrawn after N days; prior-debt prepayment),feeNonpayment + estimatePolicy + jurisdiction_rules payment.deposit_lapse_action,AZ,silent,,,,,,,,
payment.nonpayment,Nonpayment consequence (withdrawn after N days; prior-debt prepayment),feeNonpayment + estimatePolicy + jurisdiction_rules payment.deposit_lapse_action,CA,silent,,,,,,,,
payment.nonpayment,Nonpayment consequence (withdrawn after N days; prior-debt prepayment),feeNonpayment + estimatePolicy + jurisdiction_rules payment.deposit_lapse_action,CO,silent,,,,,,,,
